Data;Ativo Total;Ativo Circulante;Caixa e Equivalentes de Caixa;Aplicacoes Financeiras;Contas a Receber_1;Estoques_1;Ativos Biologicos_1;Tributos a Recuperar;Despesas Antecipadas_1;Outros Ativos Circulantes;Ativo Realizavel a Longo Prazo;Aplicacoes Financeiras Avaliadas a Valor Justo;Aplicacoes Financeiras Avaliadas ao Custo Amortizado;Contas a Receber;Estoques;Ativos Biologicos;Tributos Diferidos_1;Despesas Antecipadas;Creditos com Partes Relacionadas;Outros Ativos Nao Circulantes;Investimentos;Imobilizado;Intangivel;Diferido;Passivo Total;Passivo Circulante;Obrigacoes Sociais e Trabalhistas;Fornecedores;Obrigacoes Fiscais;Emprestimos e Financiamentos_1;Passivos com Partes Relacionadas_1;Dividendos e JCP a Pagar;Outros_1;Provisoes_1;Passivos sobre Ativos Nao-Correntes a Venda e Descontinuados_1;Passivo Nao Circulante;Emprestimos e Financiamentos;Passivos com Partes Relacionadas;Outros;Tributos Diferidos;Adiantamento para Futuro Aumento Capital_1;Provisoes;Passivos sobre Ativos Nao-Correntes a Venda e Descontinuados;Lucros e Receitas a Apropriar;Participacao dos Acionistas Nao Controladores;Patrimonio Liquido;Capital Social Realizado;Reservas de Capital;Reservas de Reavaliacao;Reservas de Lucros;Lucros/Prejuizos Acumulados;Ajustes de Avaliacao Patrimonial;Ajustes Acumulados de Conversao;Outros Resultados Abrangentes;Adiantamento para Futuro Aumento Capital;Receita Liquida de Vendas e/ou Servicos;Custo de Bens e/ou Servicos Vendidos;Resultado Bruto;Despesas Com Vendas;Despesas Gerais e Administrativas;Perdas pela Nao Recuperabilidade de Ativos;Outras Receitas Operacionais;Outras Despesas Operacionais;Resultado da Equivalencia Patrimonial;Financeiras;Receitas Financeiras;Despesas Financeiras;Resultado Antes Tributacao/Participacoes;Provisao para IR e Contribuicao Social;IR Diferido;Lucro/Prejuizo do Periodo;Adj Close;IBOV;Empresa
30/09/2013;292741349.38;55177932.80;15878773.76;0.00;13898532.86;10171282.43;0.00;4617142.78;0.00;10612199.42;23145592.83;0.00;0.00;599089.98;0.00;0.00;10463102.98;0.00;538809.02;11544591.36;8835313.66;189677338.62;15905148.93;0;292741349.38;26674020.35;2669837.06;8896466.94;3650127.10;6853020.16;246628.99;0.00;0.00;3345416.96;1012521.98;97475584.00;58971451.39;148142.00;0.00;6927714.82;0;31428272.13;0.00;0.00;3135394.05;165456326.40;74999996.42;-789636.99;0;70611673.09;10678005.76;-4713648.13;14669939.71;0.00;0;28191250.43;-14292233.22;13899017.22;-54934.00;-627820.03;0.00;0.00;-2345850.88;292732.00;-1250236.03;921227.01;-2171462.91;9912907.78;-3214726.91;1167709.06;7949499.90;19.83;52338.00;VALE3
30/09/2013;28102604.80;3330932.99;1202228.99;105658.00;1301729.02;292076.00;0.00;143682.00;0.00;285559.01;2466500.10;0.00;0.00;14040.00;0.00;0.00;219559.01;0.00;517768.00;1715133.06;11081359.36;1249958.02;9973855.23;0;28102604.80;2950733.06;105593.00;841971.97;242944.00;1376146.05;134512.00;0.00;249566.00;0.00;0.00;11894854.66;7241013.25;0.00;2062318.98;1845592.96;0;745929.98;0.00;0.00;3713211.90;9543805.44;4691822.08;744724.99;0;3925329.92;10847.00;0.00;0.00;171080.99;0;2434511.10;-1712962.94;721548.03;-221456.99;-153696.00;0.00;31828.00;0.00;191022.00;-132930.00;48578.00;-181508.00;436315.01;-99270.00;-20079.00;208844.00;6.72;52338.00;CSAN3
30/09/2013;5271908.86;1363636.99;195600.99;452487.01;353012.99;9959.00;0.00;146192.99;10902.00;195482.00;1269447.04;58122.00;60451.00;16119.00;0.00;0.00;0.00;0.00;0.00;1134754.94;17051.00;1011363.97;1610409.98;0;5271908.86;788003.97;0.00;200692.00;0.00;281913.98;0.00;1960.00;303438.02;0.00;0.00;2658318.08;2413558.02;0.00;229464.99;15295.00;0;0.00;0.00;0.00;18957.00;1806629.94;1010000.00;1848.00;0;718353.98;130361.00;0.00;0.00;-53933.00;0;688264.00;-461217.98;227046.00;-27252.00;-82244.00;0.00;6908.00;-8991.00;69.00;-12969.00;45911.00;-58880.00;102567.00;-16120.00;-3531.00;81677.00;7.88;52338.00;ENGI11
30/09/2013;11818667.01;1286267.01;265668.99;0.00;1020598.02;0.00;0.00;0.00;0.00;0.00;1693910.02;980006.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;713904.00;8838462.46;28.00;0.00;0;11818667.01;37303.00;0.00;0.00;7049.00;0.00;0.00;4427.00;25827.00;0.00;0.00;1750169.98;1020832.00;0.00;422888.00;0.00;0;306449.98;0.00;0.00;0.00;10031194.11;4100000.00;0.00;0;3945248.00;641398.02;1344547.97;0.00;0.00;0;0.00;0.00;0.00;0.00;-1988.00;0.00;55787.00;0.00;441836.00;-18986.00;7864.00;-26850.00;476648.99;0.00;0.00;481532.00;9.51;52338.00;BRAP4
30/09/2013;71515652.10;18531768.32;8630208.51;0.00;5688338.94;640604.03;0.00;2160812.03;446371.01;965433.02;5672173.06;0.00;0.00;241976.00;0.00;0.00;200128.99;28678.00;22497.00;5178892.80;134154.00;17462603.78;29714960.38;0;71515652.10;14718773.25;445988.00;6061449.22;1563591.94;2062545.02;141739.01;2347047.94;1554577.15;541835.01;0.00;13165809.66;7150797.82;6690.00;1092768.00;705651.97;0;3942310.91;0.00;267591.01;0.00;43631075.33;37798113.28;2616449.02;0;1101698.94;2101544.96;0.00;0.00;13272.00;0;8618206.21;-4404791.81;4213413.89;-2521570.05;-503067.01;0.00;24914.00;-201287.01;-2729.00;-40955.00;600684.99;-641640.00;968720.00;-32855.00;-175666.00;0.00;21.12;52338.00;VIVT3
30/09/2013;3171131.90;474340.00;11973.00;144964.99;1471.00;0.00;0.00;48359.00;3759.00;263812.99;461312.99;450788.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10524.00;0.00;139948.99;2095529.98;0;3171131.90;379543.01;21591.00;196047.01;21056.00;108632.00;0.00;0.00;32217.00;0.00;0.00;426964.00;42267.00;0.00;0.00;384396.99;0;300.00;0.00;0.00;0.00;2364624.90;3821204.99;416913.98;0;0.00;-2106088.96;232595.01;0.00;0.00;0;2411.00;-731.00;1680.00;0.00;-67256.00;-616158.98;0.00;-136668.00;0.00;3046.00;35122.00;-32076.00;-815356.99;0.00;91115.00;-724241.98;1.16;52338.00;PRIO3
31/12/2013;4713904.13;2921989.89;280305.98;491288.00;530620.00;1251362.05;0.00;218554.00;0.00;149860.00;518352.99;0.00;0.00;4683.00;0.00;0.00;139427.01;0.00;0.00;374243.01;251747.01;540444.03;481369.98;0;4713904.13;2527590.91;166584.99;1651543.04;41664.00;425227.01;73619.00;16219.00;152733.99;0.00;0.00;1491702.02;895052.99;0.00;1543.00;0.00;0;245882.00;0.00;349224.00;0.00;694611.01;606505.02;-14423.00;0;104173.00;0.00;0.00;0.00;-1644.00;0;2458300.93;-1800813.82;657486.98;-423087.97;-148274.00;-6032.00;5758.00;0.00;19484.00;-73807.00;23467.00;-97274.00;31528.00;0.00;0.00;32974.00;0.21;51507.00;MGLU3
31/12/2013;28598372.35;3546640.90;1474552.96;0.00;844483.01;311980.00;0.00;141676.99;0.00;773948.03;2818697.98;0.00;0.00;238460.00;0.00;0.00;232188.00;0.00;504480.99;1843569.02;10883084.29;1271910.02;10078040.06;0;28598372.35;2637256.96;103296.00;862428.99;227200.00;987596.03;105463.00;144751.01;206521.98;0.00;0.00;12445746.18;7842563.07;0.00;2904560.90;1698621.95;0;0.00;0.00;0.00;3778511.87;9736858.62;4691822.08;752572.99;0;4071111.94;0.00;0.00;0.00;221351.01;0;2157186.05;-1520793.98;636392.00;-206618.00;-145095.01;0.00;0.00;-32792.00;221802.00;-106178.00;125591.00;-231768.99;367511.01;-30539.00;-29023.00;256122.00;6.23;51507.00;CSAN3
31/12/2013;9154078.72;1788028.03;121140.00;0.00;156844.00;0.00;0.00;81081.00;0.00;1428962.94;5450143.74;0.00;0.00;11493.00;0.00;0.00;135555.01;0.00;0.00;5303095.81;1885076.99;22861.00;7969.00;0;9154078.72;1097570.05;0.00;34012.00;10764.00;942160.00;0.00;25395.00;85239.00;0.00;0.00;3751444.99;3425202.94;0.00;10907.00;312344.00;0;2991.00;0.00;0.00;0.00;4305063.94;3042034.94;594507.01;0;668521.98;0.00;0.00;0.00;0.00;0;309183.97;-75021.01;234162.94;0.00;-26256.00;0.00;0.00;0.00;25281.00;-115439.99;19256.00;-134696.02;117748.01;19076.00;4532.00;141355.97;7.02;51507.00;TAEE11
31/12/2013;10141292.54;6851786.75;3373798.91;0.00;1658806.02;1445927.04;0.00;166384.00;0.00;206871.01;123866.00;2230.00;0.00;0.00;0.00;0.00;60376.00;0.00;0.00;61260.00;7264.00;2614555.90;543820.03;0;10141292.54;2578048.00;216552.99;420249.98;139570.00;912796.03;0.00;87723.00;801155.98;0.00;0.00;2920977.92;2296207.87;0.00;95031.00;294404.99;0;235334.00;0.00;0.00;84495.00;4557772.14;2718439.94;-57724.00;3712;1169076.99;0.00;593500.03;130767.00;0.00;0;1893299.20;-1277452.03;615846.98;-199987.02;-88877.01;0.00;3490.00;-45595.01;0.00;24410.00;175104.03;-150694.00;309288.00;-71661.01;-374.00;237439.01;3.89;51507.00;WEGE3
31/12/2013;291880304.64;57104707.58;12465248.26;0.00;13971365.89;9662410.75;0.00;9261746.18;0.00;11743936.51;18974756.86;0.00;0.00;564481.98;0.00;0.00;10596331.52;0.00;252616.99;7561325.06;8396790.78;191308234.75;16095816.70;0;291880304.64;22517295.10;3247361.02;8836523.01;2753606.91;4157870.08;479267.01;0.00;0.00;1992792.06;1049875.97;117240954.88;64819142.66;11191.00;0.00;7561947.14;0;44848668.67;0.00;0.00;3776259.07;148345805.82;74999996.42;-789636.99;0;61422116.86;0.00;-2815532.03;15528859.65;0.00;0;28626227.20;-13914954.75;14711270.40;-30665.00;-673057.02;-5389113.86;-508000.00;-2329688.06;260153.01;-9523586.05;1819375.10;-11342962.69;-3482686.21;-11397300.22;-90594.05;-14867110.91;20.62;51507.00;VALE3
31/12/2013;48346083.33;14997128.19;4335859.20;86719.00;3203066.11;5033592.83;0.00;2237212.93;62997.00;37681.00;4900891.14;20779.00;0.00;61875.00;116714.00;0.00;2653605.89;0.00;133649.00;1914268.03;121886.00;25413548.03;2912630.02;0;48346083.33;13594801.15;490816.00;10421687.30;445424.00;1248803.97;0.00;131799.00;750415.02;105856.00;0.00;27069947.90;17353687.04;0.00;6872868.86;2393698.05;0;449694.02;0.00;0.00;137116.00;7544217.76;8043222.02;183538.00;0;410148.99;0.00;0.00;0.00;-1092690.94;0;11445843.97;-10028367.87;1417477.76;-272032.00;-377809.06;0.00;0.00;-111033.00;-1522.00;-467430.02;282199.97;-749630.08;187652.03;16871.00;-189882.00;24095.98;11.90;51507.00;BRKM5
31/12/2013;13310581.76;9104460.80;423062.02;0.00;8681399.30;0.00;0.00;0.00;0.00;0.00;1562996.99;0.00;0.00;19046.00;0.00;0.00;592542.02;0.00;0.00;951409.02;46388.00;515328.00;2081408.00;0;13310581.76;6363960.83;0.00;4902099.97;538483.97;273110.02;0.00;453510.02;196756.99;0.00;0.00;3614742.02;2215375.10;0.00;9749.00;325593.98;0;1064024.00;0.00;0.00;12054.00;3319824.91;1000000.00;62582.00;0;2251794.94;0.00;0.00;0.00;5448.00;0;1844267.78;-718781.95;1125486.08;0.00;-347011.01;0.00;0.00;32176.00;1286.00;263907.01;354620.03;-90713.00;1075844.10;-428459.97;74861.00;720195.01;11.78;51507.00;CIEL3
31/12/2013;6500767.74;1366877.95;1071043.01;70740.00;151651.01;0.00;0.00;36576.00;6865.00;30003.00;641358.98;0.00;0.00;0.00;0.00;0.00;531563.01;290.00;0.00;109506.00;253159.01;428020.00;3811352.06;0;6500767.74;1165858.94;53451.00;79917.00;33138.00;835609.02;3530.00;0.00;87652.00;72562.00;0.00;3236879.87;2865014.02;0.00;69445.00;36889.00;0;265532.00;0.00;0.00;26059.00;2071970.06;1320548.99;33611.00;0;717809.98;0.00;0.00;0.00;0.00;0;717477.89;-360251.94;357225.98;0.00;-170032.99;0.00;0.00;31840.00;-1379.00;-96257.99;32586.00;-128844.00;121396.00;-46157.99;11956.00;88291.98;10.82;51507.00;ECOR3
31/12/2013;58503962.62;18208339.97;2099638.02;2123168.00;4372388.86;8499691.01;0.00;1113134.98;0.00;319.00;4342873.09;0.00;0.00;0.00;0.00;0.00;2220084.99;0.00;87149.00;2035639.04;1590030.98;21419743.23;12942977.02;0;58503962.62;7305655.81;655961.98;3271449.09;671315.97;1901678.98;0.00;102790.00;637275.02;65185.00;0.00;21028767.74;16107308.03;0.00;1403731.97;1187250.94;0;2330478.08;0.00;0.00;19052630.02;11116910.59;6881997.82;-69861.00;0;4035715.07;0.00;269056.99;0.00;0.00;0;10320998.40;-8971342.85;1349654.14;-165240.02;-505433.02;0.00;173084.00;-76506.00;19337.00;-413592.00;70007.00;-483599.04;381304.06;-76544.00;125202.02;130765.00;14.93;51507.00;GOAU4
31/12/2013;23111444.48;4680284.16;1741632.00;391198.02;2185022.98;139278.00;0.00;203171.01;19982.00;0.00;7224241.15;154766.00;11141.00;132686.00;0.00;0.00;753412.99;399.00;0.00;6171835.90;1187927.04;7983631.87;2035361.02;0;23111444.48;3347885.06;239684.99;1092238.98;598350.98;1014568.00;0.00;18713.00;384328.98;0.00;0.00;6834807.81;3517160.96;0.00;1631019.01;420500.99;0;1266126.98;0.00;0.00;277412.99;12651338.62;6910000.13;0.00;0;4758179.84;0.00;983158.98;0.00;0.00;0;2444042.24;-2095185.15;348856.96;-28401.00;-172360.99;0.00;4747.00;-109676.02;56574.00;47090.01;175693.01;-128603.00;146829.92;12536.00;18847.01;174062.02;1.47;51507.00;CPLE6
31/12/2013;68674015.23;20470011.90;11285832.70;288604.00;3613506.05;2795490.05;0.00;1397004.03;787332.99;302243.01;4005113.09;0.00;63796.00;0.00;0.00;0.00;1646530.05;0.00;0.00;2294787.07;26452.00;13937759.23;30234681.34;0;68674015.23;17180581.89;722089.98;7925421.06;3122568.96;1040603.01;0.00;1095168.00;3129773.06;144958.00;0.00;7496038.91;1853452.03;0.00;3115207.94;2095686.02;0;431692.99;0.00;0.00;1158620.03;42838781.06;57000792.06;55362433.02;0;5857852.93;0.00;-75382292.48;0.00;0.00;0;18815037.44;-5935966.21;12879071.23;-3941151.23;-981290.94;0.00;1228028.03;-177716.00;7430.00;-801174.08;615221.06;-1416395.01;8213198.34;-910938.94;-197097.98;6093754.88;11.93;51507.00;ABEV3
31/12/2013;41928998.91;5251999.74;1199000.06;426000.00;1202000.00;736000.00;0.00;0.00;0.00;1688999.94;1855000.06;0.00;0.00;0.00;0.00;1126000.00;729000.00;0.00;0.00;0.00;29949999.10;3832000.00;1040000.00;0;41928998.91;2908000.00;0.00;0.00;180000.00;909000.00;0.00;1024000.00;43000.00;752000.00;0.00;3047000.06;1855000.06;0.00;0.00;519000.00;0;527000.00;146000.00;0.00;2843000.06;33131000.58;22000001.02;0.00;0;12005999.62;0.00;0.00;0.00;-875000.00;0;1341999.87;-1380000.00;-38000.00;-553000.00;829000.00;0.00;-217000.00;98000.00;1811000.32;-75000.00;186000.00;-277000.00;1854999.81;-9000.00;-1000.00;1775999.87;3.13;51507.00;ITSA4
31/12/2013;1848780.03;941747.97;533063.01;13277.00;365220.00;0.00;0.00;7634.00;0.00;22554.00;204451.01;61322.00;0.00;43474.00;0.00;0.00;48707.00;0.00;0.00;50948.00;0.00;70674.00;631907.01;0;1848780.03;367652.99;99552.00;33149.00;13836.00;58248.00;0.00;32067.00;130801.00;0.00;0.00;411288.99;352400.00;0.00;51229.00;0.00;0;7660.00;0.00;0.00;2217.00;1067621.02;526592.00;85367.00;0;457382.02;0.00;-1720.00;0.00;0.00;0;431653.02;-146616.99;285035.97;-28900.00;-26747.00;0.00;0.00;-149427.04;-324.00;2547.00;15451.00;-12904.00;82185.01;-30646.00;9223.00;60652.00;10.52;51507.00;TOTS3
31/12/2013;14387098.62;8689340.42;1330136.06;230022.00;4575237.12;2421633.02;0.00;91442.00;4659.00;36211.00;4742486.02;167262.00;0.00;1170604.03;2358979.07;0.00;2567.00;0.00;227174.00;815900.03;708086.98;156563.01;90623.00;0;14387098.62;3886979.07;109495.00;317868.99;277928.00;907316.99;169320.99;170826.00;1934222.96;0.00;0.00;4306072.06;3306430.98;0.00;0.00;49370.00;0;950270.98;0.00;0.00;732425.98;5461622.02;2548695.04;94022.00;0;2861095.94;0.00;0.00;0.00;-42191.00;0;1354601.09;-916352.90;438247.97;-118009.99;-93199.99;0.00;2591.00;0.00;16204.00;2937.00;53323.00;-50386.00;248769.98;-38311.01;3338.00;182521.98;9.53;51507.00;CYRE3
31/12/2013;25896660.99;4319482.88;1196589.06;2853392.90;54227.00;0.00;0.00;120396.00;15606.00;79272.00;1135424.00;820777.98;0.00;0.00;0.00;0.00;203036.99;744.00;0.00;110865.00;3346277.12;423150.02;16672324.61;0;25896660.99;2710845.95;0.00;45474.00;27412.00;42129.00;0.00;1428.00;2594403.04;0.00;0.00;3886920.96;1426193.02;0.00;50422.00;2295773.95;0;114532.00;0.00;0.00;14663.00;19284228.78;2540239.10;15101655.04;21360;940476.03;0.00;0.00;0.00;680499.01;0;475564.90;0.00;475564.90;0.00;-253456.99;0.00;0.00;0.00;39532.99;51742.01;83795.01;-32053.00;313383.01;-6933.00;-125318.02;182129.02;2.59;51507.00;B3SA3
31/12/2013;10638447.62;3565709.06;1635646.98;1244034.05;324820.99;117144.00;0.00;52124.00;80655.00;111284.00;1606390.02;0.00;0.00;0.00;0.00;0.00;561694.02;26526.00;0.00;1018169.98;0.00;3772158.98;1694189.95;0;10638447.62;3446790.91;233584.00;502919.01;94430.00;440833.98;0.00;0.00;1975553.02;199471.01;0.00;5973156.86;5148551.17;0.00;541702.98;0.00;0;282903.01;0.00;0.00;567574.02;650925.95;2356294.91;156688.00;0;0.00;-2455024.90;592968.00;0.00;0.00;0;2728210.18;-2103241.86;624968.00;-241783.97;-227908.99;0.00;7582.00;0.00;0.00;-200522.99;481475.01;-681998.08;-37666.01;-40700.00;59061.00;-74695.02;10.48;51507.00;GOLL4
31/12/2013;50402541.57;16402041.86;9995671.55;0.00;2522465.02;3160985.09;0.00;0.00;0.00;722920.00;4636608.00;0.00;30756.00;0.00;0.00;0.00;2770526.98;0.00;0.00;1835325.06;13487023.10;14911425.54;965440.00;0;50402541.57;5564230.14;208920.99;1102036.99;304095.01;2642807.04;0.00;0.00;0.00;333519.01;0.00;36769247.23;25103624.19;0.00;0.00;268832.99;0;1335223.04;0.00;0.00;-27511.00;8096570.07;4540000.26;30.00;0;2839567.87;0.00;0.00;0.00;716972.03;0;4948831.23;-3291696.13;1657134.85;-208460.00;-146180.99;0.00;530773.98;-726816.00;-349600.00;-929379.07;14602.00;-943980.99;-172526.99;0.00;0.00;-512451.97;8.40;51507.00;CSNA3
31/12/2013;31357995.01;9460293.63;2633187.07;835628.99;1639550.98;3850419.97;0.00;0.00;0.00;501507.01;2830341.89;0.00;0.00;98853.00;0.00;0.00;0.00;0.00;20831.00;2710658.05;1159948.03;15506833.41;2400577.02;0;31357995.01;5087491.07;0.00;2422023.94;386127.01;1330169.98;140042.00;1122.00;808006.00;0.00;0.00;7436557.82;5510811.14;0.00;112164.00;0.00;0;1813582.98;0.00;0.00;2122036.99;16711907.58;12149999.62;313084.00;0;3699153.92;0.00;549670.02;0.00;0.00;0;3192592.64;-2755654.40;436937.98;-83678.01;-143192.02;0.00;380160.99;-422452.00;54809.99;-265182.02;0.00;0.00;-42594.99;-181818.00;271415.01;872.00;11.45;51507.00;USIM5
31/12/2013;4515524.10;3001262.08;801592.00;0.00;1621129.98;506990.02;0.00;68374.00;3176.00;0.00;128648.00;0.00;0.00;5249.00;0.00;0.00;84925.00;0.00;0.00;38474.00;63.00;1063347.97;322203.01;0;4515524.10;1932589.06;101944.00;471384.00;254898.00;735598.98;0.00;50700.00;300571.01;17493.00;0.00;1089682.05;1046846.02;0.00;10564.00;0.00;0;32272.00;0.00;0.00;0.00;1493252.99;719734.98;220907.01;0;547793.98;0.00;4817.00;0.00;0.00;0;1454638.08;-607736.96;846901.06;-291120.99;-86053.01;-43403.99;26278.00;-116450.00;0.00;-20635.00;17472.00;-38107.00;315515.97;-111000.99;11641.00;216156.00;8.44;51507.00;LREN3
31/12/2013;12654397.44;2338458.11;1224275.97;0.00;879926.98;64785.00;0.00;0.00;0.00;169470.00;481360.00;0.00;0.00;4432.00;0.00;0.00;17575.00;0.00;0.00;459352.99;0.00;9708226.56;126352.00;0;12654397.44;2183704.06;64122.00;510345.98;434166.02;666915.01;0.00;221276.00;242892.00;43987.00;0.00;5106081.79;2829645.06;0.00;1743270.02;163663.01;0;369504.00;0.00;0.00;3238.00;5361373.07;2445765.89;91695.00;0;2233572.10;0.00;527416.00;0.00;62924.00;0;1487949.95;-939438.91;548510.98;-9896.00;-47305.00;0.00;-2039.00;-65824.00;0.00;-133259.99;28641.01;-161900.96;290187.04;-11612.00;7738.00;286148.00;15.42;51507.00;EGIE3
31/12/2013;6613475.84;4142478.08;89501.00;1789328.00;922400.00;1096098.05;0.00;165180.00;28999.00;50972.00;609046.02;0.00;0.00;0.00;0.00;0.00;342929.98;0.00;0.00;266116.00;0.00;319636.00;1542316.03;0;6613475.84;2556307.97;43194.00;1879664.00;19260.00;506499.01;0.00;0.00;107691.00;0.00;0.00;3227494.91;3074147.07;35910.00;74085.00;0.00;0;43353.00;0.00;0.00;0.00;829673.02;1198990.98;5655.00;0;0.00;-374807.01;-166.00;0.00;0.00;0;2079176.19;-1576207.74;502967.90;-313800.03;-50442.00;0.00;0.00;-9166.00;0.00;-143864.99;93597.99;-237462.99;-14305.00;-3856.00;7649.00;-10512.00;13.37;51507.00;AMER3
31/12/2013;16378545.15;7903941.12;2276069.12;1149132.03;2341074.94;1592513.02;0.00;479975.01;65177.00;0.00;1386683.01;107881.00;10618.00;131112.00;0.00;0.00;376132.00;97805.00;10858.00;652276.99;58941.00;4860225.02;2168754.94;0;16378545.15;3764492.03;297654.02;968950.02;230244.00;1829988.99;0.00;242207.01;110770.98;84677.00;0.00;6067167.23;5139637.25;3872.00;86859.00;101499.00;0;735299.97;0.00;0.00;26925.00;6519961.14;3696773.12;20246.00;6107;2753330.94;0.00;5428.00;38076.00;0.00;0;16226504.70;-14939779.07;1286726.91;-446426.05;-261761.04;0.00;68074.99;-12860.00;-1172.00;-93856.99;73918.00;-167774.98;538726.02;-118447.02;-49569.00;372813.06;24.13;51507.00;UGPA3
31/12/2013;12501987.33;3774192.90;1158833.02;0.00;1229329.02;591270.98;0.00;561971.97;105334.00;127454.00;255616.00;0.00;0.00;0.00;0.00;0.00;37233.00;4635.00;0.00;213748.00;1254.00;1521758.98;6949165.06;0;12501987.33;1916989.06;143372.00;500000.00;69579.00;769230.98;0.00;0.00;434807.01;0.00;0.00;3506420.99;3139621.12;0.00;182787.01;33933.00;0;150080.00;0.00;0.00;0.00;7078577.15;5269124.10;1426689.02;0;587206.98;0.00;-204443.01;0.00;0.00;0;1118854.91;-402269.02;716585.92;-429287.01;-58702.00;0.00;25296.00;7913.00;-331.00;-206626.98;38955.99;-245583.01;54847.99;158008.99;-154005.01;54918.00;13.81;51507.00;HYPE3
31/12/2013;5301466.11;1726985.98;529880.00;81016.00;597934.98;420024.99;0.00;34152.00;7023.00;56955.00;560460.03;0.00;0.00;228895.01;251735.01;0.00;3812.00;0.00;11321.00;64697.00;2670287.10;324420.00;19313.00;0;5301466.11;510404.00;29451.00;60556.00;34297.00;291646.02;0.00;11440.00;83014.00;0.00;0.00;2574274.05;1875501.95;0.00;173404.00;520689.98;0;4678.00;0.00;0.00;7179.00;2209608.97;721382.02;11401.00;0;898507.01;546449.98;31869.00;0.00;0.00;0;125530.02;-52417.99;73111.99;-5687.00;-18347.00;0.00;345412.03;35276.00;311.00;-18514.00;15171.00;-33685.00;411563.01;6125.00;-149502.99;271352.99;3.20;51507.00;JHSF3
31/12/2013;68670222.34;28913483.78;4713369.09;4299778.05;8919925.76;6904615.94;1419342.98;2003256.06;152424.99;500769.98;3562887.94;0.00;0.00;0.00;0.00;496903.01;0.00;0.00;733958.02;2332026.88;277571.01;20940615.68;14975663.10;0;68670222.34;17708867.58;1592135.04;5342388.22;169160.99;9430891.52;0.00;0.00;1174292.99;0.00;0.00;27828097.02;23330447.36;0.00;1528731.01;2119593.98;0;849324.03;0.00;0.00;1181465.98;21951787.65;21506248.70;-297526.02;92227;2705083.90;0.00;132787.00;-2187031.04;0.00;0;27222235.14;-23490320.38;3731909.12;-1752976.77;-750990.08;0.00;7379.00;4465.00;-21422.00;-767671.04;1141398.02;-1909069.06;450692.93;-94118.01;-146850.02;140723.01;6.60;51507.00;JBSS3
31/12/2013;27149344.77;6471713.79;3689639.94;0.00;1474141.06;905256.00;0.00;280460.99;8721.00;113495.00;3901331.97;0.00;0.00;0.00;0.00;2965872.13;1075.00;0.00;0.00;934385.02;0.00;16551706.62;224590.00;0;27149344.77;2281390.08;125650.00;876556.03;54060.00;1008542.98;0.00;647.00;215933.99;0.00;0.00;14180714.50;11868441.60;0.00;195812.99;1634210.05;0;482248.99;0.00;0.00;0.00;10687239.17;6241753.09;-235998.00;0;2187427.07;0.00;2578236.93;0.00;-84180.00;0;1660289.15;-1203974.91;456314.02;-68217.00;-112019.99;0.00;94826.00;-92448.00;0.00;-339032.96;291167.01;-630200.06;-60578.02;-2305.00;4851.00;-58032.01;17.59;51507.00;SUZB3
31/12/2013;69541068.80;15936632.83;6543936.00;0.00;5802859.01;505615.01;0.00;2191962.11;257286.00;634974.98;5573386.75;0.00;0.00;257086.00;0.00;0.00;210294.00;25364.00;62716.00;5017927.17;86349.00;18441648.13;29503059.97;0;69541068.80;13768244.22;431403.01;6914009.09;1315164.03;1523713.02;94954.00;1187555.97;1740042.11;561403.01;0.00;12878389.25;7229841.92;10210.00;229280.99;722633.98;0;4432760.83;0.00;253660.99;0.00;42894438.40;37798113.28;2616449.02;0;2463034.11;0.00;0.00;0.00;16849.00;0;9056698.37;-4338557.95;4718146.05;-2646928.64;-497698.05;0.00;145141.98;-276617.98;-50360.00;-83742.00;398596.00;-482338.05;1307941.12;-67762.98;-8862.00;1991515.01;19.94;51507.00;VIVT3
31/12/2013;14033009.66;1824914.94;1265675.01;0.00;336574.02;0.00;0.00;67933.00;53226.00;101507.00;3515614.98;698.00;0.00;23711.00;0.00;0.00;498380.99;7715.00;258794.00;2726316.03;583894.98;550950.02;7557635.07;0;14033009.66;3346298.88;128632.00;189940.99;381115.01;2329306.88;63042.00;422.00;100669.00;153171.01;0.00;7201169.92;5932300.80;108203.00;161752.00;229512.99;0;769401.02;0.00;0.00;49523.00;3436018.12;2025341.95;-22934.00;0;1355761.02;0.00;77849.00;0.00;0.00;0;1660835.07;-812562.11;848272.96;0.00;-191958.02;0.00;101111.00;-2842.00;-63778.00;-180781.98;98085.99;-278868.00;510023.97;-214035.98;11562.00;306384.96;12.54;51507.00;CCRO3
31/12/2013;10858768.38;1117282.94;258678.00;0.00;858604.99;0.00;0.00;0.00;0.00;0.00;1434622.98;964843.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;469780.00;8306834.94;27.00;0.00;0;10858768.38;33460.00;0.00;0.00;1125.00;0.00;0.00;4623.00;27712.00;0.00;0.00;1791083.01;1045686.02;0.00;417732.99;0.00;0;327664.00;0.00;0.00;0.00;9034224.64;4100000.00;0.00;0;3437804.03;0.00;1496420.99;0.00;0.00;0;0.00;0.00;0.00;0.00;-5526.00;0.00;32783.00;-16210.00;-897795.01;-20219.00;9701.00;-29920.00;-906966.98;0.00;0.00;-900387.97;9.73;51507.00;BRAP4
